Date,InterestRate,Inflation,GDP,Unemployment,VIX
2024-01-01,3.5743666162868304,2.811200183307524,0.14596480901134845,4.470567898765659,16.03133149782059
2024-01-02,3.8667769814681345,2.6353018152342256,0.6814818385140804,4.276916160836504,21.616707417974176
2024-01-03,3.048667311149056,2.3455877238488583,0.44221169588802656,4.007370987268886,19.063965189774265
2024-01-04,3.775821198485975,2.1793010963619732,0.08790917417649158,4.254049817124467,19.245368167946463
2024-01-05,3.0349533698754834,2.4816509053973954,0.6082082272659735,4.571263394264206,17.696615381189034
2024-01-06,3.6547179840996815,2.4540688358307756,0.11663535124753133,4.5319335566953445,14.824725225457208
2024-01-07,3.095708249731625,2.2946237960912015,0.13345191839380477,4.965070733933366,11.689023261121243
2024-01-08,3.1004359941309865,2.5914170236385017,0.6468537188265623,4.711215933358772,23.72379304404582
2024-01-09,3.2875297322510466,2.005397599132815,0.8604104720561632,4.159433626020166,13.544997226988988
2024-01-10,3.3736682676086653,2.32642027030006,0.7265629659980624,4.991562388022283,18.509903952808934
2024-01-11,3.5061072285107207,2.6490642428403532,0.986367585635185,4.345405711543274,21.74495139246971
2024-01-12,3.0675827736005186,2.025872855486884,0.24498961979555156,4.5899398035242935,12.937122771521887
2024-01-13,3.3916670083681693,2.576563041028296,0.826113660191025,4.124611726392946,21.94719378589884
2024-01-14,3.9573945325047557,2.376472211684434,0.5968014757495858,4.710147350737232,17.243490013039594
2024-01-15,3.477825978611546,2.7577361724995626,0.7540524075873528,4.930318575293344,15.11204708709692
2024-01-16,3.975409342625752,2.2124057071738563,0.48005341395654233,4.300795089961241,20.971982106509984
2024-01-17,3.9459202389602206,2.821578184484781,0.12469284366753175,4.8095053186997525,29.78119408072149
2024-01-18,3.2726638911608115,2.206814692033,0.8103240037012289,4.974930198987774,25.371726976400343
2024-01-19,3.8143851000802043,2.6064714588947195,0.3473207213248848,4.31483801193283,15.705129240358456
2024-01-20,3.346523164994413,2.1980409965550174,0.16237434574697007,4.151039246282484,20.03071609110541
2024-01-21,3.64551629553492,2.547190552672642,0.5333501656151496,4.964856664877696,18.12141161173557
2024-01-22,3.325910443769033,2.473688733136844,0.5281688804377761,4.624254397323739,20.509213266630102
2024-01-23,3.1966763600522654,2.223922802196859,0.2609291302950012,4.162691532059782,23.83097786196562
2024-01-24,3.579067539631366,2.583656461222109,0.7498928606016784,4.5814197207585545,25.754833051326926
