Date,Ticker,Open,High,Low,Close,Adj_Close,Volume,VWAP,Returns,RSI,MACD
2024-01-01,AAPL,154.8813503927325,157.4543002403446,154.03404079405468,156.3645338743508,156.3645338743508,2659157,155.62294213354164,0.009576256133210389,38.438170729269984,1.5529137219128164
2024-01-01,MSFT,129.75346065444722,130.70879088908993,128.019052950777,129.64339040832797,129.64339040832797,3082990,129.6984255313876,-0.0008483029706034832,56.80445610939323,-0.10731045224678325
2024-01-01,TSLA,192.5596638292661,195.40462697922248,190.96134670083265,193.44739029475696,193.44739029475696,3327283,193.00352706201153,0.0046101371794975915,52.047747955120485,0.33367432737426683
2024-01-01,NVDA,167.88795301189603,170.17248694007958,166.3707217632513,169.09774048118155,169.09774048118155,2884874,168.4928467465388,0.007205921851937726,41.46619399905236,1.6271598247785584
2024-01-01,AMZN,126.45556121046269,127.5924291082,125.93368258110478,125.97126218197748,125.97126218197748,2924149,126.21341169622008,-0.003829796205476337,14.967486718368317,1.5143912837240117
2024-01-02,AAPL,122.23213882515876,124.7582413486577,121.0060119093905,123.85834136883526,123.85834136883526,1020737,123.045240096997,0.0133042140905562,69.76311959272648,-0.2292506291606075
2024-01-02,MSFT,106.02254716292698,108.90389364653011,105.76469456761728,108.48312852438242,108.48312852438242,2755747,107.2528378436547,0.023208095139180294,36.37107709426226,1.2023798487844113
2024-01-02,TSLA,157.01967704178796,157.72082791814339,156.60192352959828,157.51673829664733,157.51673829664733,1758915,157.26820766921765,0.003165598504747217,99.52995676778876,-0.03124533542395122
2024-01-02,NVDA,158.18503294385343,159.43205314611717,156.021305548436,156.69732077811378,156.69732077811378,4969397,157.4411768609836,-0.009404885772396074,65.63295894652734,-2.5174371027954736
2024-01-02,AMZN,113.81829513486139,115.46028159455726,112.60248230813752,112.79668485972364,112.79668485972364,1233138,113.30748999729252,-0.008975800190358303,67.36596308357893,-1.180632184122412
2024-01-03,AAPL,197.19450024996658,197.3596681341495,196.29218182092472,197.2482387467463,197.2482387467463,2960319,197.22136949835644,0.00027251519039119,3.9187792254320675,1.0558371328125817
2024-01-03,MSFT,128.28069625764095,128.51815169554945,126.91606127498437,127.55202763377233,127.55202763377233,1861091,127.91636194570664,-0.005680267141715221,91.82354663621447,-0.6787773894547808
2024-01-03,TSLA,121.68221376275429,124.85239375912586,119.84876785471536,123.83445583779184,123.83445583779184,2113146,122.75833480027306,0.017687400717690826,57.59464955561793,0.1921408343855315
2024-01-03,NVDA,192.92961975762142,195.47201685151683,191.49696534938428,195.20842112670803,195.20842112670803,2475712,194.06902044216474,0.011811568238974808,26.473016428344962,-1.2348258203536526
2024-01-03,AMZN,139.7820752758629,140.52169146135958,137.02792181198785,137.32080533744607,137.32080533744607,2213186,138.55144030665448,-0.017607908120976533,27.000797319216485,0.1940071914439783
2024-01-04,AAPL,173.51940221225948,178.35128908389714,173.07323894697825,177.2067852723154,177.2067852723154,3579436,175.36309374228745,0.02125055188667188,68.00555694634123,1.5255072386625639
2024-01-04,MSFT,144.9197738218372,146.27065198423767,143.46862926889474,143.9682218202047,143.9682218202047,4085213,144.44399782102096,-0.00656606049359651,88.17353618548528,1.4407311183181257
2024-01-04,TSLA,169.2531590077766,171.1863263186647,167.96517860931732,169.27415904921824,169.27415904921824,1115616,169.26365902849741,0.00012407473848501585,61.880856459135714,1.7858704939058352
2024-01-04,NVDA,147.4867515408942,151.67154148194925,146.7198270908243,151.0955594732227,151.0955594732227,1628777,149.29115550705845,0.024468692235911516,42.87687009457662,-0.24942132634091757
2024-01-04,AMZN,113.54740642224502,115.93829649840153,112.39875592454587,114.75655097590518,114.75655097590518,4681068,114.1519786990751,0.01064880820935496,96.89617652602736,-1.743058230922982
2024-01-05,AAPL,132.09972413734977,132.29424399147612,129.15371608826504,131.12180057099334,131.12180057099334,3470910,131.61076235417156,-0.00740291906544509,80.61939890460857,-0.3799224453917579
2024-01-05,MSFT,170.38885835403664,171.3893493820468,168.69284189539218,171.1417094163479,171.1417094163479,3913428,170.76528388519228,0.004418428937102093,41.13967237554546,-1.0994007905841945
2024-01-05,TSLA,113.99725854932016,114.09843477942864,110.92346930070669,111.6544615132335,111.6544615132335,1113417,112.82586003127683,-0.02055134540865357,85.5803342392611,-1.857087438077901
2024-01-05,NVDA,101.17140841850019,104.20257661219294,100.12933520609194,103.85931725767006,103.85931725767006,3693153,102.51536283808512,0.0265678701244447,33.89851167797783,-0.8182209613286916
2024-01-05,AMZN,117.94902609178557,119.69817200707556,115.77718656641159,117.66542606824672,117.66542606824672,4569086,117.80722608001614,-0.002404428700565621,70.44144019235328,-1.2764802131596051
2024-01-06,AAPL,103.18389295313078,105.1303635556624,102.70810731038176,103.97590637845407,103.97590637845407,3663961,103.57989966579242,0.007675746695107215,26.726253788147826,-1.0930615087305058
2024-01-06,MSFT,167.90906156274139,170.63247589159127,166.8005766925725,168.7034963560124,168.7034963560124,3046292,168.3062789593769,0.004731339606553468,20.984374897512215,0.5768477006277305
2024-01-06,TSLA,118.61930058803361,119.1280135515744,115.39119491199524,115.507253232643,115.507253232643,4534238,117.0632769103383,-0.02623559016081874,48.78377043589642,-0.05446484378125436
2024-01-06,NVDA,188.10045622016747,189.31673633219188,186.39122905954605,188.23173878217108,188.23173878217108,3879689,188.16609750116928,0.0006979385624133826,67.93927734985672,0.2657857222744284
2024-01-06,AMZN,145.36968445560453,149.24920396424946,144.93589048680758,147.26852606945604,147.26852606945604,1721936,146.3191052625303,0.013062156810496599,26.332237673715063,0.0875512413851909
2024-01-07,AAPL,102.06509994657287,102.83202773491666,99.33377240794142,100.51040663504864,100.51040663504864,1772846,101.28775329081076,-0.015232369461628453,62.89818435911487,1.1159384541230788
2024-01-07,MSFT,187.2650655447395,189.34999865715682,185.35948223079563,188.9787267685449,188.9787267685449,1043723,188.1218961566422,0.009150992572055452,21.550767711355846,-0.6510255933001469
2024-01-07,TSLA,194.73705904889243,195.1636830036274,191.87114696083339,192.90754838869472,192.90754838869472,2168611,193.8223037187936,-0.009394774005179872,71.15838170608139,0.8582377853547566
2024-01-07,NVDA,115.36943050077964,117.46695220446479,114.99651406180097,117.03719073096363,117.03719073096363,3466820,116.20331061587163,0.014455824415053487,74.70794701392342,1.3137926911388345
2024-01-07,AMZN,167.48473459286922,168.8936831096562,164.95105651786824,165.87735691784852,165.87735691784852,3511634,166.68104575535887,-0.009597159280981633,18.32798362140786,-0.5515622786265142
2024-01-08,AAPL,114.48477593433772,116.36563982484334,108.51740391359597,110.0480544212099,110.0480544212099,3648919,112.26641517777381,-0.038753812259478805,9.259616511851354,-0.18350287900215623
2024-01-08,MSFT,121.74504927055719,123.5255306052653,121.3267352115955,123.43430133096354,123.43430133096354,4359665,122.58967530076036,0.013875324463110426,24.08287799154468,0.9086423907448442
2024-01-08,TSLA,110.02939422654978,112.79217362983191,108.85657389417713,112.228713418324,112.228713418324,3056015,111.1290538224369,0.019988469510664023,51.239346329590376,0.6552637307225978
2024-01-08,NVDA,158.044713718813,159.45282321537368,157.13437608842634,159.01601750574983,159.01601750574983,1429805,158.5303656122814,0.006145753085199263,49.22682415051587,1.3115265470711108
2024-01-08,AMZN,171.55611574590398,176.27994966417776,169.8670155869601,175.28366921316282,175.28366921316282,1026981,173.41989247953342,0.021727896152532476,61.78766919175238,-0.12369080940165064
2024-01-09,AAPL,101.32368577588994,103.28734455552645,98.47805264997346,99.43479326405344,99.43479326405344,2378921,100.37923951997169,-0.018642161478554957,0.4048106368426341,-0.41004969320254847
2024-01-09,MSFT,126.94794339581176,127.54362703292188,123.10962131359423,123.91188599671149,123.91188599671149,3318462,125.42991469626162,-0.023915766714188748,22.431702897473926,-1.8930448255241243
2024-01-09,TSLA,109.7844484494034,109.9466512293794,107.58442495342564,108.39890729625326,108.39890729625326,4387995,109.09167787282833,-0.01262055940271632,92.62129301763149,1.1378268656304509
2024-01-09,NVDA,132.53103051589963,134.2967505119872,128.2378788266559,128.73912426704368,128.73912426704368,3808960,130.63507739147167,-0.02861145977734656,67.20478073539144,0.3246854119723138
2024-01-09,AMZN,124.53672098528448,129.2467924219248,123.08263245986181,127.52569007426722,127.52569007426722,4421601,126.03120552977585,0.02400070489519252,25.61395774147123,-2.0699850250135325
2024-01-10,AAPL,159.19351581884496,160.11054492331826,155.01422198027413,156.06340722178382,156.06340722178382,3615933,157.62846152031437,-0.019662287003090383,69.56254456388572,-3.0512344195440364
2024-01-10,MSFT,128.35188465821668,129.9289756828297,125.91977585580452,126.033472008671,126.033472008671,4041607,127.19267833344384,-0.01806294201070199,20.659460707526943,-0.43653709264274676
2024-01-10,TSLA,184.7275322507378,184.86725028541647,182.7897255256459,182.8091018672395,182.8091018672395,2924572,183.76831705898866,-0.010385189257518714,37.085279921788874,0.5408730469961762
2024-01-10,NVDA,119.70542801856396,121.3050197877052,118.35888704768968,118.51279994166295,118.51279994166295,2204567,119.10911398011345,-0.009963024205686503,88.27092893929041,-0.05256729626954629
2024-01-10,AMZN,148.841005994039,149.79158487785622,144.84247182592574,146.40976775616832,146.40976775616832,4287213,147.62538687510366,-0.016334465234453217,51.00168523182502,-0.31867814465977046
2024-01-11,AAPL,153.6177494703452,153.87547060127784,150.52284706243708,151.30819841553128,151.30819841553128,2507703,152.46297394293822,-0.015034402357650417,15.987006714292528,0.9418343381744537
2024-01-11,MSFT,112.94123374222514,114.76232318701206,111.0834924874565,111.24943598276889,111.24943598276889,3464329,112.09533486249701,-0.01497945173254948,72.41676366115432,0.1637327392598558
