NewsID,Date,Ticker,Headline,Sentiment,Emotion
1,2024-01-01,AAPL,Synthetic news,0.6090491736267267,Neutral
2,2024-01-02,NVDA,Synthetic news,-0.9465557136310743,Neutral
3,2024-01-03,MSFT,Synthetic news,-0.9185798491360522,Neutral
4,2024-01-04,AMZN,Synthetic news,-0.6225967026666415,Neutral
5,2024-01-05,NVDA,Synthetic news,0.7260733958510428,Neutral
6,2024-01-06,AMZN,Synthetic news,-0.6108703348370901,Neutral
7,2024-01-07,AMZN,Synthetic news,0.8434476266963467,Neutral
8,2024-01-08,TSLA,Synthetic news,0.021728863453962743,Neutral
9,2024-01-09,MSFT,Synthetic news,-0.42549542368916415,Neutral
10,2024-01-10,AAPL,Synthetic news,-0.749926254969467,Neutral
11,2024-01-11,AAPL,Synthetic news,0.1599044933651208,Neutral
12,2024-01-12,AAPL,Synthetic news,0.7930643770550485,Neutral
13,2024-01-13,AAPL,Synthetic news,0.24072620415189738,Neutral
14,2024-01-14,AAPL,Synthetic news,-0.1313870041885632,Neutral
15,2024-01-15,AMZN,Synthetic news,0.2500180979952711,Neutral
16,2024-01-16,AMZN,Synthetic news,0.4694818989097653,Neutral
17,2024-01-17,AMZN,Synthetic news,-0.5216817513871304,Neutral
18,2024-01-18,MSFT,Synthetic news,-0.4600015832653026,Neutral
19,2024-01-19,NVDA,Synthetic news,0.7847050670859699,Neutral
20,2024-01-20,TSLA,Synthetic news,0.5614046529709034,Neutral
21,2024-01-21,AMZN,Synthetic news,0.4529347448925518,Neutral
22,2024-01-22,MSFT,Synthetic news,0.34119606233726807,Neutral
23,2024-01-23,MSFT,Synthetic news,0.03868327274169325,Neutral
24,2024-01-24,TSLA,Synthetic news,-0.2751740846128621,Neutral
25,2024-01-25,AAPL,Synthetic news,-0.21641457410408194,Neutral
26,2024-01-26,MSFT,Synthetic news,-0.8413030359774281,Neutral
27,2024-01-27,NVDA,Synthetic news,0.7723842022227971,Neutral
28,2024-01-28,NVDA,Synthetic news,-0.9579603166581792,Neutral
29,2024-01-29,NVDA,Synthetic news,0.6894454509290977,Neutral
30,2024-01-30,MSFT,Synthetic news,-0.08889900401357775,Neutral
31,2024-01-31,MSFT,Synthetic news,-0.6314303182567889,Neutral
32,2024-02-01,MSFT,Synthetic news,0.24597769632819455,Neutral
33,2024-02-02,MSFT,Synthetic news,0.02628128931854956,Neutral
34,2024-02-03,NVDA,Synthetic news,0.28136241317083655,Neutral
35,2024-02-04,TSLA,Synthetic news,-0.26845861927995407,Neutral
36,2024-02-05,TSLA,Synthetic news,0.5971165018570599,Neutral
37,2024-02-06,MSFT,Synthetic news,-0.1435355935094158,Neutral
38,2024-02-07,NVDA,Synthetic news,-0.22301980726263082,Neutral
39,2024-02-08,TSLA,Synthetic news,0.2527608288509826,Neutral
40,2024-02-09,NVDA,Synthetic news,0.672168263299356,Neutral
41,2024-02-10,MSFT,Synthetic news,-0.824594643471807,Neutral
42,2024-02-11,MSFT,Synthetic news,-0.1251082475999712,Neutral
43,2024-02-12,AMZN,Synthetic news,-0.054040924766662446,Neutral
44,2024-02-13,MSFT,Synthetic news,0.06388130521598767,Neutral
45,2024-02-14,NVDA,Synthetic news,-0.3480528854067566,Neutral
46,2024-02-15,MSFT,Synthetic news,-0.6327367411604088,Neutral
47,2024-02-16,AAPL,Synthetic news,-0.5430126793653896,Neutral
48,2024-02-17,AMZN,Synthetic news,-0.5066938997135173,Neutral
49,2024-02-18,MSFT,Synthetic news,-0.17165682651855207,Neutral
50,2024-02-19,MSFT,Synthetic news,0.1076095470887013,Neutral
51,2024-02-20,AMZN,Synthetic news,-0.33636554859081436,Neutral
52,2024-02-21,AAPL,Synthetic news,0.651285986754012,Neutral
53,2024-02-22,AMZN,Synthetic news,-0.048281603726243905,Neutral
54,2024-02-23,NVDA,Synthetic news,-0.38833290632046547,Neutral
55,2024-02-24,NVDA,Synthetic news,-0.3087263766333952,Neutral
56,2024-02-25,AAPL,Synthetic news,0.97855496470308,Neutral
57,2024-02-26,MSFT,Synthetic news,0.3230623205744405,Neutral
58,2024-02-27,AMZN,Synthetic news,-0.18064634787147993,Neutral
59,2024-02-28,TSLA,Synthetic news,0.7936965478675644,Neutral
60,2024-02-29,AAPL,Synthetic news,0.5292243306716076,Neutral
61,2024-03-01,AMZN,Synthetic news,0.7292272101715898,Neutral
62,2024-03-02,AMZN,Synthetic news,-0.6777666269982328,Neutral
63,2024-03-03,AAPL,Synthetic news,0.604835892336433,Neutral
64,2024-03-04,TSLA,Synthetic news,-0.039771502905769696,Neutral
65,2024-03-05,NVDA,Synthetic news,-0.8637040774013409,Neutral
66,2024-03-06,NVDA,Synthetic news,-0.8159266299345029,Neutral
67,2024-03-07,MSFT,Synthetic news,0.146796842954942,Neutral
68,2024-03-08,MSFT,Synthetic news,-0.22256913073005768,Neutral
69,2024-03-09,NVDA,Synthetic news,-0.8583545326970585,Neutral
70,2024-03-10,TSLA,Synthetic news,-0.12726507769211404,Neutral
71,2024-03-11,AAPL,Synthetic news,0.5842985558791303,Neutral
72,2024-03-12,AMZN,Synthetic news,-0.5699766419080634,Neutral
73,2024-03-13,MSFT,Synthetic news,0.44508907683979904,Neutral
74,2024-03-14,NVDA,Synthetic news,-0.14738290919984753,Neutral
75,2024-03-15,AMZN,Synthetic news,-0.34260511259162296,Neutral
76,2024-03-16,AAPL,Synthetic news,-0.16448944478548877,Neutral
77,2024-03-17,AAPL,Synthetic news,0.27180584146889664,Neutral
78,2024-03-18,MSFT,Synthetic news,-0.23414413292005354,Neutral
79,2024-03-19,MSFT,Synthetic news,0.06691432521077534,Neutral
80,2024-03-20,TSLA,Synthetic news,-0.8503227659333334,Neutral
81,2024-03-21,AAPL,Synthetic news,0.3279623498246276,Neutral
82,2024-03-22,NVDA,Synthetic news,-0.710841501613634,Neutral
83,2024-03-23,AAPL,Synthetic news,-0.6621648949032244,Neutral
84,2024-03-24,AAPL,Synthetic news,0.39316123118400226,Neutral
85,2024-03-25,TSLA,Synthetic news,0.9819552776165033,Neutral
86,2024-03-26,AAPL,Synthetic news,0.8072132178851412,Neutral
87,2024-03-27,NVDA,Synthetic news,-0.08520105237823516,Neutral
88,2024-03-28,TSLA,Synthetic news,-0.39437138408430217,Neutral
89,2024-03-29,AAPL,Synthetic news,-0.10995427230732191,Neutral
90,2024-03-30,MSFT,Synthetic news,0.11943244399876707,Neutral
91,2024-03-31,AMZN,Synthetic news,-0.47202332310071626,Neutral
92,2024-04-01,AAPL,Synthetic news,0.44338126172558434,Neutral
93,2024-04-02,NVDA,Synthetic news,-0.9518437484549318,Neutral
94,2024-04-03,NVDA,Synthetic news,0.8852065902906012,Neutral
95,2024-04-04,MSFT,Synthetic news,0.45201346326877423,Neutral
96,2024-04-05,AAPL,Synthetic news,0.7461168377665912,Neutral
97,2024-04-06,AAPL,Synthetic news,-0.32291476399286845,Neutral
98,2024-04-07,AAPL,Synthetic news,0.8639820488742818,Neutral
99,2024-04-08,NVDA,Synthetic news,0.9802430448974249,Neutral
100,2024-04-09,TSLA,Synthetic news,-0.6411090988733188,Neutral
