Ticker,Lag1,Lag5,Momentum,RSI,MarketRegime
TSLA,-0.4164632564790936,1.3257461749872304,-0.2460408132581654,88.99931237304646,Sideways
TSLA,-1.0745423199212158,-0.2807357607400424,1.3078000038120794,94.52804710382324,Sideways
MSFT,2.7807395782734723,1.8548785430741082,0.09005401851900555,24.840663888864377,Bear
NVDA,1.2130076824217786,-0.45228433454806033,0.3111817782940007,45.349365260428556,Bull
AAPL,-0.1550756101687635,-0.3617060641757952,-0.15348541801159432,38.20068527234562,Bull
MSFT,0.8560909938888832,0.4711120811795995,-0.08498470691910211,59.58577885147201,Sideways
AMZN,-0.2566993776091507,0.44385383217958185,0.7585779075204662,29.595795688964454,Sideways
AMZN,0.5760566351198408,-0.006870392157431948,1.6630613176017646,82.9015816730542,Bull
TSLA,1.227291630688264,-0.6598938729667423,1.2511180297735836,90.61395363253062,Bear
AAPL,0.019078609814081857,1.477229451547286,-0.8227170842809906,89.99697778524686,Bear
TSLA,-1.3004922853324161,0.8370438495852253,0.25785372624279573,26.318277010018342,Bear
AMZN,-1.0928289606427335,-0.004890950575266429,0.8569460180965913,48.448915314371035,Sideways
NVDA,-0.4842637940463699,-0.7012472571298242,0.30957776930081654,53.785095401410075,Bear
MSFT,1.4768532394675866,-0.020963925510805285,-0.9112351384698008,96.99259384876234,Sideways
AAPL,-0.48325346600695385,0.4634247273042543,0.2037890908999518,43.792012835336514,Bull
MSFT,-0.8199878916722173,-0.019357354904894625,0.9321226751023568,6.982533960939918,Bull
MSFT,0.5277801077813433,-0.8222763952841275,0.4302125822182551,64.33993690064949,Bull
TSLA,0.10264832115869836,0.00031399010850717736,0.27298488697788487,17.446431440153898,Bull
AMZN,0.5320540781422859,0.4734309684731616,0.5851442810869409,36.51919802850043,Sideways
AAPL,-1.4185933324850828,-1.3560260017954378,0.41604048362365764,51.80754153362178,Bull
MSFT,-0.6147384578141171,-1.0341029895467855,-1.1451669163307003,96.2775594361197,Bull
AAPL,1.5800955481346513,-2.336145374202894,0.9293706458189764,15.965719155772728,Bear
AAPL,-0.22006950314482238,-1.1524118797452536,1.017373659517239,85.18721692719903,Sideways
AMZN,1.0170269513345471,1.3956012077136473,-0.6610689970184637,1.8783430095640652,Bull
MSFT,-0.12988222829178853,0.21439022522738108,1.1128177229499254,4.790583764721257,Sideways
AAPL,2.0893877236863547,-0.13294523795172225,-0.27241602509946455,47.946386704917174,Sideways
AAPL,0.7215088617153866,-0.3030978388774447,2.055762331196355,57.23680340375731,Sideways
MSFT,0.8559114960405076,-2.134902562028187,-0.3611324501293372,18.90082777265697,Sideways
MSFT,-0.8386768832698909,0.46443417375286383,-0.4206881412711424,18.50417306879827,Bear
MSFT,-0.2296469126424076,1.1189607239187385,-1.7763183997559284,71.97201943112687,Bull
TSLA,-0.5090212383150694,1.511432400064218,0.5823496850330275,30.842935112595992,Bull
MSFT,-0.5457762709942007,1.3111795200825664,0.5204848365728763,71.02559961626552,Sideways
AMZN,0.643472603382007,0.11425329950359475,-0.5400551470692868,51.749514221904334,Bear
AAPL,0.6456053433632855,1.371296065374364,0.9992577255631504,36.69383227861744,Bear
TSLA,0.574726949523946,0.2225097963646084,0.4554202778710578,4.577208684934608,Bear
MSFT,-0.0020468065715552124,-0.5702060719059642,-0.9171711294918411,97.25018684822018,Sideways
NVDA,0.5719884661712457,0.35238666151816495,-1.2946789163621144,38.00120285009404,Sideways
TSLA,0.7049741904402584,-0.35913815362568674,0.23660021655698996,78.96355083650458,Bull
TSLA,1.0011989522270495,-1.010438241501783,0.5126302839051943,33.669241665799156,Bear
TSLA,-0.383029532180793,0.898288052245786,-2.992631872990419,89.77850047299249,Bull
TSLA,0.1969308604226141,0.3341719417926302,0.42041804477246447,7.212685250837669,Bull
AAPL,0.35271336318274354,-0.2584458565205041,1.4152195065923014,28.138106016441856,Bear
AAPL,1.3142388550582902,-0.46851265281273685,0.5128929726722185,52.6203674482529,Sideways
TSLA,1.3712242018346312,-1.4320397569562016,-0.14017578347844262,61.29788884937114,Sideways
NVDA,-0.4355794105183572,-1.0532876177993267,1.1387011657346209,64.3454300580368,Bear
MSFT,-0.5354671627463086,-0.11126906050360931,0.008126816030226346,39.18996009771162,Bull
TSLA,-0.5926018232798766,-0.5107097798535273,-0.30247078400177596,62.767757369035216,Bear
TSLA,-0.4761849808858584,0.3065101907534988,-0.03637357623231038,86.62239310837818,Bull
MSFT,-0.7537368520342597,0.10416814495696719,1.2693755190365992,83.8074616240149,Bear
AAPL,-0.03828972451575837,1.1620878635838012,0.42868419386918727,25.22901600793752,Bear
TSLA,0.8873725244176099,1.130437977705929,0.9908040325438625,4.159701455485965,Bear
TSLA,-0.6135806370450656,0.40110117467369377,-1.0378946504724347,23.964675877990913,Bear
TSLA,0.3154573269992279,0.22199026512925826,-2.126050470711512,81.95054131159284,Sideways
TSLA,-1.968232001126947,-0.07814735820082802,-0.5321924373982837,65.89168430247548,Bear
MSFT,0.10984176180159155,-0.945448698036601,-0.1730118361342494,12.45002264904327,Bull
AAPL,0.7144100112183429,0.2813064329255267,-0.5272665936132667,16.427606102137215,Bull
NVDA,0.8422394371581939,-0.03261033134144808,0.5472596195973091,26.51480854773627,Bull
MSFT,-1.1167799431274559,-1.8509685556899043,0.5712798443093502,85.4289156025952,Bear
NVDA,-0.6876106623865178,-1.013064896202779,0.4066365670255588,39.796535032111805,Sideways
NVDA,0.2187061149217424,0.6283907735248575,0.4656706563596179,33.965399015648245,Bull
MSFT,-0.22689953420638884,-0.9336835976268637,0.6201281262717735,22.565318460386553,Sideways
AAPL,0.14958083618507076,-0.1738181315712761,0.49579253060322087,67.39219349948257,Bull
AAPL,1.4616115677960546,0.5575245609044355,-0.5329762578150987,96.80388926844522,Sideways
AAPL,0.9863248021829676,-0.6900145562104169,0.6105569701990743,7.934974567980513,Bull
MSFT,-1.732558941010965,-0.9580163568824287,0.4428501596890835,50.27265170005526,Sideways
MSFT,1.2742861168191173,2.193831967091717,-0.6675567705102696,90.25451962222361,Bear
AMZN,1.0698381729124664,-0.30077952861798624,0.22277711173279643,26.757859669722382,Sideways
MSFT,2.151191781509909,0.19518236825151117,0.6198020252572634,33.90364138447002,Bull
AMZN,1.2590055772920157,0.7559688195407063,1.285170634455528,49.34578359447998,Bull
NVDA,0.38695620412224135,0.9140412661236245,-1.179716546037742,14.01239241374591,Bear
MSFT,0.5343878960058815,-2.234700892681796,0.16689113482091622,80.37846671354929,Bull
AMZN,0.6784751783899153,0.21748605084657063,1.0816105975282482,25.181090299254606,Sideways
AAPL,-2.2027210756392854,0.41808075519274096,0.531854254220241,5.88208578675995,Bear
NVDA,-0.269106240969566,0.5633560455748998,0.08314915840366599,66.47502450493818,Bull
MSFT,0.13736828368398235,0.4397465611803184,-0.7373048329538042,54.52979558936734,Bull
TSLA,0.1120948760598329,0.16674006853731096,-1.5014917858426187,92.96381086717011,Sideways
NVDA,0.768395764031518,0.7308473980042349,-1.927010031412243,78.26409632808118,Sideways
NVDA,-2.3359323940767887,-1.071729525238257,-0.1296235695960973,3.601960308842611,Sideways
