PredictionID,TrustScore
1,23.60338013724801
2,69.47589432350375
3,15.785890614460573
4,87.828246171939
5,44.6326058443242
6,47.586127392832765
7,20.414819045005306
8,61.55111211329035
9,98.50488848424479
10,58.9100485042104
11,65.23451545540388
12,28.84891659355461
13,32.58514080423317
14,19.63555900705337
15,51.46016719675236
16,14.797457666159941
17,61.84812762273163
18,46.53102242138287
19,62.43118930312149
20,7.072084961326075
21,88.40570721199235
22,37.85813781837495
23,20.693135868199974
24,50.078371450617375
25,92.98208966736223
26,69.42861467422576
27,34.008672023369925
28,30.384354735519036
29,66.12865570263591
30,8.880465650688741
31,36.54101824741816
32,47.86777836082145
33,76.05174772189203
34,32.5517313597064
35,79.21518285582522
36,78.26874906281024
37,1.9463210418872445
38,19.041312393028022
39,65.3394278671294
40,49.6042060304297
41,2.76363215541926
42,35.96488810184315
43,62.57735997273613
44,99.16863397606305
45,20.687449517967348
46,15.2719006650051
47,36.43684619792118
48,55.09126291877307
49,66.44993180338095
50,36.0814757010995
51,22.844163829322696
52,0.5224430408054204
53,18.344699904381656
54,10.006356442883158
55,24.21098654526367
56,32.2574472619484
57,7.873840140946564
58,40.58459588711136
59,16.76260797433069
60,58.13675516899609
61,37.787741497387415
62,63.96520657272593
63,77.61543873400967
64,8.470299481994203
65,38.247867667277255
66,97.77751801591924
67,0.23095960563236373
68,45.8911006771472
69,46.89095558536193
70,82.37215576042124
71,29.022690681057284
72,77.60306496963074
73,0.22002225633626082
74,49.075001776479965
75,31.932048829826776
76,80.81555296908779
77,40.294727879233804
78,6.987841961235586
79,70.83869649641184
80,1.3222987540227105
81,33.441653958059945
82,49.832999775480566
83,74.17424111095788
84,31.30639129209539
85,10.409745447219276
86,82.52565367774767
87,0.9822662159334805
88,87.31311324511269
89,10.649753914801686
90,12.57009545485852
91,16.62288643418963
92,14.834300947634349
93,79.4779051746132
94,81.09813644624532
95,16.94679865670896
96,11.25176206666232
97,57.24806300854771
98,69.97069573566684
99,55.90398575042429
100,2.7689866481070413
